LAMMPS data: graphene/graphite (full)

83886 atoms

2 atom types

-20.943968 226.353968 xlo xhi
-21.090000 375.450275 ylo yhi
30.000000 80.050000 zlo zhi

Masses

1 12.011
2 1.008

Atoms # full

1 1 1 0.0 1.230000 0.710141 50.000000
2 1 1 0.0 0.000000 2.840563 50.000000
3 1 1 0.0 2.460000 0.000000 50.000000
4 1 1 0.0 3.690000 0.710141 50.000000
5 1 1 0.0 1.230000 2.130422 50.000000
6 1 1 0.0 2.460000 2.840563 50.000000
7 1 1 0.0 0.000000 4.260845 50.000000
8 1 1 0.0 1.230000 4.970986 50.000000
9 1 1 0.0 0.000000 7.101408 50.000000
10 1 1 0.0 4.920000 0.000000 50.000000
11 1 1 0.0 6.150000 0.710141 50.000000
12 1 1 0.0 3.690000 2.130422 50.000000
13 1 1 0.0 4.920000 2.840563 50.000000
14 1 1 0.0 2.460000 4.260845 50.000000
15 1 1 0.0 3.690000 4.970986 50.000000
16 1 1 0.0 1.230000 6.391267 50.000000
17 1 1 0.0 2.460000 7.101408 50.000000
18 1 1 0.0 0.000000 8.521690 50.000000
19 1 1 0.0 1.230000 9.231831 50.000000
20 1 1 0.0 0.000000 11.362253 50.000000
21 1 1 0.0 7.380000 0.000000 50.000000
22 1 1 0.0 8.610000 0.710141 50.000000
23 1 1 0.0 6.150000 2.130422 50.000000
24 1 1 0.0 7.380000 2.840563 50.000000
25 1 1 0.0 4.920000 4.260845 50.000000
26 1 1 0.0 6.150000 4.970986 50.000000
27 1 1 0.0 3.690000 6.391267 50.000000
28 1 1 0.0 4.920000 7.101408 50.000000
29 1 1 0.0 2.460000 8.521690 50.000000
30 1 1 0.0 3.690000 9.231831 50.000000
31 1 1 0.0 1.230000 10.652112 50.000000
32 1 1 0.0 2.460000 11.362253 50.000000
33 1 1 0.0 0.000000 12.782535 50.000000
34 1 1 0.0 1.230000 13.492676 50.000000
35 1 1 0.0 0.000000 15.623098 50.000000
36 1 1 0.0 9.840000 0.000000 50.000000
37 1 1 0.0 11.070000 0.710141 50.000000
38 1 1 0.0 8.610000 2.130422 50.000000
39 1 1 0.0 9.840000 2.840563 50.000000
40 1 1 0.0 7.380000 4.260845 50.000000
41 1 1 0.0 8.610000 4.970986 50.000000
42 1 1 0.0 6.150000 6.391267 50.000000
43 1 1 0.0 7.380000 7.101408 50.000000
44 1 1 0.0 4.920000 8.521690 50.000000
45 1 1 0.0 6.150000 9.231831 50.000000
46 1 1 0.0 3.690000 10.652112 50.000000
47 1 1 0.0 4.920000 11.362253 50.000000
48 1 1 0.0 2.460000 12.782535 50.000000
49 1 1 0.0 3.690000 13.492676 50.000000
50 1 1 0.0 1.230000 14.912957 50.000000
51 1 1 0.0 2.460000 15.623098 50.000000
52 1 1 0.0 0.000000 17.043380 50.000000
53 1 1 0.0 1.230000 17.753521 50.000000
54 1 1 0.0 0.000000 19.883943 50.000000
55 1 1 0.0 12.300000 0.000000 50.000000
56 1 1 0.0 13.530000 0.710141 50.000000
57 1 1 0.0 11.070000 2.130422 50.000000
58 1 1 0.0 12.300000 2.840563 50.000000
59 1 1 0.0 9.840000 4.260845 50.000000
60 1 1 0.0 11.070000 4.970986 50.000000
61 1 1 0.0 8.610000 6.391267 50.000000
62 1 1 0.0 9.840000 7.101408 50.000000
63 1 1 0.0 7.380000 8.521690 50.000000
64 1 1 0.0 8.610000 9.231831 50.000000
65 1 1 0.0 6.150000 10.652112 50.000000
66 1 1 0.0 7.380000 11.362253 50.000000
67 1 1 0.0 4.920000 12.782535 50.000000
68 1 1 0.0 6.150000 13.492676 50.000000
69 1 1 0.0 3.690000 14.912957 50.000000
70 1 1 0.0 4.920000 15.623098 50.000000
71 1 1 0.0 2.460000 17.043380 50.000000
72 1 1 0.0 3.690000 17.753521 50.000000
73 1 1 0.0 1.230000 19.173802 50.000000
74 1 1 0.0 2.460000 19.883943 50.000000
75 1 1 0.0 0.000000 21.304225 50.000000
76 1 1 0.0 1.230000 22.014366 50.000000
77 1 1 0.0 0.000000 24.144788 50.000000
78 1 1 0.0 14.760000 0.000000 50.000000
79 1 1 0.0 15.990000 0.710141 50.000000
80 1 1 0.0 13.530000 2.130422 50.000000
